,buy,sell,trade_profit,total_profit
0,0.3716,0.3714,-0.00019999999999997797,-0.00019999999999997797
1,0.3717,0.3715,-0.00019999999999997797,-0.00039999999999995595
2,0.3716,0.3714,-0.00019999999999997797,-0.0005999999999999339
3,0.372,0.3718,-0.00019999999999997797,-0.0007999999999999119
4,0.372,0.3719,-9.999999999998899e-05,-0.0008999999999999009
5,0.3723,0.3726,0.00029999999999996696,-0.0005999999999999339
6,0.3727,0.3732,0.0005000000000000004,-9.999999999993348e-05
7,0.3735,0.3733,-0.00019999999999997797,-0.00029999999999991145
8,0.375,0.3744,-0.0005999999999999894,-0.0008999999999999009
