,buy,sell,trade_profit,total_profit
0,21.16,21.14,-0.019999999999999574,-0.019999999999999574
1,21.16,21.18,0.019999999999999574,0.0
2,21.18,21.21,0.030000000000001137,0.030000000000001137
3,21.24,21.23,-0.00999999999999801,0.020000000000003126
