,buy,sell,trade_profit,total_profit
0,1876.06,1875.48,-0.5799999999999272,-0.5799999999999272
1,1873.13,1871.91,-1.2200000000000273,-1.7999999999999545
2,1871.12,1874.82,3.7000000000000455,1.900000000000091
3,1871.41,1874.13,2.7200000000000273,4.620000000000118
